Gene.name	Wormbase.ID	Transcript.name	Chromosome	Strand	Relative.loc.chromosome	GermlineExpression	Total.value.of.PATC.algorithm	PATC.density	Bin.size	Bases.with.PATC.60	Frequency.of.PATCs.60	stoekius_oocyte_rpkm	spermatogenic_gonad_fem.3_RPKM_Ortiz_2014	Gene.expression__Ortiz_2014	Germline_TPM_Serizay2020
K06A1.2	WBGene00019425	K06A1.2a.1	II	+	0.421814	FALSE	19695	9.34741338395823	2107	0	0	0	60.3657	Spermatogenic	21.325
nhr-22	WBGene00003621	K06A1.4.1	II	-	0.42201	TRUE	41309	12.0504667444574	3428	92	0.0268378063010502	11.4	0.441129	Oogenic	20.065
atg-16.2	WBGene00019427	K06A1.5.1	II	-	0.422285	TRUE	22709	10.2017070979335	2226	0	0	13.6	0.912301	Oogenic	47.311
aptf-1	WBGene00019424	K06A1.1.1	II	+	0.42251	FALSE	11293	7.69802317655078	1467	0	0	0	NA	NA	0.074
dgk-5	WBGene00019428	K06A1.6c.1	II	-	0.423051	FALSE	221792	15.5873216670181	14229	592	0.0416051725349638	0.2	1.46868	Gender Neutral	1.576
del-10	WBGene00020897	T28D9.7.1	II	-	0.423984	FALSE	95711	12.5473256423702	7628	210	0.0275301520713162	0	NA	NA	1.828
T28D9.16	WBGene00270303	T28D9.16.1	II	+	0.42385	NA	9353	9.60266940451745	974	0	0	NA	NA	NA	0
T28D9.4	WBGene00020896	T28D9.4b.1	II	+	0.423934	TRUE	7593	7.40780487804878	1025	0	0	135.1	78.0123	Gender Neutral	125.82
lido-16	WBGene00020898	T28D9.9.1	II	-	0.424396	FALSE	10027	11.1783723522854	897	0	0	0	51.3559	Spermatogenic	15.995
plpp-1.2	WBGene00020895	T28D9.3d.1	II	+	0.424573	FALSE	36514	12.0230490615739	3037	0	0	0.6	23.1055	Spermatogenic	17.02
snr-3	WBGene00004916	T28D9.10a.1	II	-	0.424716	TRUE	16439	23.9286754002911	687	133	0.193595342066958	349.7	389.752	Gender Neutral	168.825
rsp-5	WBGene00004702	T28D9.2a.1	II	+	0.4248	TRUE	7299	6.95142857142857	1050	0	0	424.4	308.874	Gender Neutral	262.583
T28D9.11	WBGene00020899	T28D9.11.1	II	-	0.424879	FALSE	820	4.40860215053763	186	0	0	0.1	NA	NA	0.207
T28D9.1	WBGene00020894	T28D9.1.1	II	+	0.424946	TRUE	6684	6.47047434656341	1033	0	0	548.8	778.792	Gender Neutral	332.818
twk-49	WBGene00019904	R05G9.2b.1	II	-	0.425161	FALSE	52746	11.2345047923323	4695	88	0.0187433439829606	0.2	0.241101	Gender Neutral	1.056
R05G9.5	WBGene00206514	R05G9.5.1	II	-	0.425388	NA	10532	9.21434820647419	1143	0	0	NA	NA	NA	1.874
R05G9.3	WBGene00019905	R05G9.3.1	II	-	0.42548	TRUE	7528	8.60342857142857	875	0	0	41.3	0.153071	Oogenic	110.331
R05G9.1	WBGene00019903	R05G9.1.1	II	+	0.425624	FALSE	3807	16.4094827586207	232	0	0	0.1	NA	NA	18.581
R05G9R.1	WBGene00019906	R05G9R.1.1	II	-	0.426184	FALSE	45836	10.7168576104746	4277	64	0.0149637596446107	0	NA	NA	1.074
C56E6.7	WBGene00043984	C56E6.7.1	II	+	0.426503	FALSE	1113	3.9468085106383	282	0	0	1.2	1.02145	Gender Neutral	0
toe-2	WBGene00016971	C56E6.3a.1	II	-	0.426622	TRUE	28382	12.6086183918259	2251	137	0.0608618391825855	27	41.5401	Gender Neutral	85.209
C56E6.2	WBGene00016970	C56E6.2.1	II	+	0.427076	TRUE	10996	10.2670401493931	1071	11	0.0102707749766573	27.3	3.82284	Oogenic	10.399
C56E6.4	WBGene00016972	C56E6.4a.1	II	-	0.427212	FALSE	28337	12.0173876166243	2358	0	0	0	NA	NA	0.186
abch-1	WBGene00016973	C56E6.5.1	II	-	0.427389	FALSE	42422	16.2598696818704	2609	183	0.0701418167880414	0	NA	NA	0.224
abcx-1	WBGene00006522	C56E6.1.1	II	+	0.427622	FALSE	47505	14.4920683343502	3278	204	0.0622330689444783	0.8	NA	NA	2.107
utp-20	WBGene00007050	F18C5.3.1	II	+	0.428388	TRUE	321140	17.5601487314086	18288	1169	0.063921697287839	2.1	25.4373	Gender Neutral	51.866
lron-15	WBGene00016974	C56E6.6.1	II	-	0.428196	FALSE	38721	8.48400525854514	4564	0	0	0	NA	NA	1.691
wrn-1	WBGene00006944	F18C5.2.1	II	+	0.429143	TRUE	38364	9.19779429393431	4171	81	0.0194198034044594	7.8	29.0539	Gender Neutral	64.442
F18C5.10	WBGene00017563	F18C5.10.1	II	-	0.429375	TRUE	20899	12.3956109134045	1686	0	0	34.2	3.96251	Oogenic	58.507
mpz-3	WBGene00017559	F18C5.4.1	II	-	0.42963	FALSE	13252	10.0393939393939	1320	0	0	0.1	130.187	Spermatogenic	16.951
F18C5.5	WBGene00017560	F18C5.5.1	II	-	0.429735	FALSE	12342	11.0393559928444	1118	0	0	0.1	NA	NA	7.447
F18C5.9	WBGene00017562	F18C5.9.1	II	+	0.429827	FALSE	6902	9.36499321573949	737	0	0	0.1	NA	NA	0.221
sra-27	WBGene00005053	F18C5.1.1	II	+	0.429972	FALSE	20577	14.4806474313863	1421	92	0.0647431386347642	0	NA	NA	0
sra-28	WBGene00005054	F18C5.6.1	II	-	0.430137	FALSE	50881	16.5790159661127	3069	255	0.083088954056696	0	NA	NA	0.017
sra-29	WBGene00005055	F18C5.8.1	II	-	0.430321	FALSE	19155	13.9817518248175	1370	52	0.037956204379562	0	NA	NA	0
sra-31	WBGene00005057	C56C10.5.1	II	-	0.430503	FALSE	17254	13.6827914353688	1261	11	0.00872323552735924	0	NA	NA	0.145
C56C10.6	WBGene00016963	C56C10.6.1	II	-	0.430676	FALSE	13358	8.56282051282051	1560	0	0	0	71.2132	Spermatogenic	6.323
C56C10.4	WBGene00016962	C56C10.4.1	II	+	0.430888	FALSE	13468	10.4241486068111	1292	0	0	0.1	0.44599	Gender Neutral	4.845
C56C10.7	WBGene00016964	C56C10.7a.1	II	-	0.431039	TRUE	45246	15.5805785123967	2904	247	0.0850550964187328	51.3	NA	NA	85.773
icd-1	WBGene00002045	C56C10.8.1	II	-	0.431188	TRUE	3886	5.76557863501484	674	0	0	562.5	NA	NA	831.204
vps-32.1	WBGene00016961	C56C10.3.1	II	+	0.431315	TRUE	11636	11.0608365019011	1052	0	0	104.9	199.147	Gender Neutral	174.61
C56C10.9	WBGene00016965	C56C10.9.1	II	-	0.431413	TRUE	17863	14.6418032786885	1220	0	0	14	54.8142	Gender Neutral	87.257
aipr-1	WBGene00016966	C56C10.10.1	II	-	0.431523	TRUE	30245	18.1651651651652	1665	193	0.115915915915916	32.1	24.6554	Oogenic	79.973
dnj-8	WBGene00001026	C56C10.13a.1	II	-	0.431717	TRUE	51319	15.2146457159798	3373	179	0.0530684850281648	25.4	32.9134	Gender Neutral	78.722
epg-5	WBGene00016968	C56C10.12.1	II	-	0.432213	NA	102158	9.465208931715	10793	267	0.0247382562772167	NA	9.72131	Spermatogenic	61.007
vps-33.2	WBGene00016960	C56C10.1.1	II	+	0.432107	TRUE	25700	12.5	2056	41	0.0199416342412451	20.3	56.3314	Gender Neutral	101.64
klf-3	WBGene00003480	F54H5.4b.1	II	+	0.433269	FALSE	49429	13.560768175583	3645	144	0.0395061728395062	0.1	NA	NA	2.257
F54H5.3	WBGene00018840	F54H5.3.1	II	+	0.433446	FALSE	16259	13.0489566613162	1246	59	0.0473515248796148	0	37.5093	Spermatogenic	7.009
F54H5.14	WBGene00255600	F54H5.14.1	II	-	0.433553	NA	27837	14.5972732039853	1907	112	0.0587309910854746	NA	NA	NA	1.77
F54H5.5	WBGene00018841	F54H5.5.1	II	-	0.433695	FALSE	10877	8.82157339821573	1233	0	0	0	NA	NA	19.355
F54H5.2	WBGene00018839	F54H5.2a.1	II	+	0.43381	FALSE	18563	10.4639233370913	1774	0	0	0	56.4075	Spermatogenic	5.033
T19D12.4	WBGene00020579	T19D12.4a.1	II	+	0.434184	FALSE	51595	8.86969228124463	5817	50	0.0085954959601169	0	0.867004	Gender Neutral	6.562
T19D12.5	WBGene00020580	T19D12.5.1	II	-	0.43428	FALSE	11142	9.09551020408163	1225	0	0	0	78.6597	Spermatogenic	13.961
T19D12.6	WBGene00020581	T19D12.6.1	II	-	0.434585	FALSE	75862	13.10903749784	5787	206	0.0355970278209781	0.1	26.9244	Spermatogenic	10.938
oig-8	WBGene00020582	T19D12.7.1	II	-	0.435112	FALSE	11112	8.65420560747664	1284	0	0	0	NA	NA	2.259
sra-26	WBGene00005052	T19D12.8.1	II	-	0.435279	FALSE	37884	18.6528803545052	2031	82	0.0403741999015263	0	NA	NA	0
T19D12.9	WBGene00020583	T19D12.9.1	II	-	0.435447	FALSE	27111	13.9891640866873	1938	61	0.0314757481940144	0	NA	NA	1.178
T19D12.10	WBGene00020584	T19D12.10.1	II	-	0.435684	FALSE	65052	17.9552856748551	3623	133	0.0367099089152636	0	NA	NA	0.029
T19D12.2	WBGene00020577	T19D12.2a.1	II	+	0.436109	FALSE	26421	8.77774086378738	3010	31	0.0102990033222591	0.1	NA	NA	4.18
T19D12.1	WBGene00020576	T19D12.1a.1	II	+	0.436544	FALSE	37287	5.79710820895522	6432	0	0	0	0.347027	Gender Neutral	30.685
H43E16.1	WBGene00019273	H43E16.1a.1	II	+	0.43698	FALSE	63471	12.7579899497487	4975	169	0.0339698492462312	0	NA	NA	3.928
ift-74	WBGene00016005	C18H9.8a.1	II	+	0.43729	FALSE	31019	11.0270174191255	2813	0	0	0	NA	NA	0.535
gyf-1	WBGene00016002	C18H9.3a.1	II	+	0.437712	TRUE	118132	15.780390061448	7486	323	0.0431472081218274	36.7	62.4469	Gender Neutral	70.736
C18H9.5	WBGene00016003	C18H9.5.1	II	-	0.438108	FALSE	44302	17.3937966234786	2547	0	0	0	NA	NA	1.579
C18H9.1	WBGene00016000	C18H9.1.1	II	+	0.438487	FALSE	17227	13.0804859529233	1317	31	0.023538344722855	0	NA	NA	0.078
C18H9.6	WBGene00016004	C18H9.6.1	II	-	0.438567	FALSE	6708	9.40813464235624	713	0	0	0.1	1.76181	Gender Neutral	4.257
rpy-1	WBGene00004507	C18H9.7.1	II	-	0.43876	FALSE	30468	10.1627751834556	2998	0	0	0.1	1.58528	Spermatogenic	5.087
dpy-10	WBGene00001072	T14B4.7.1	II	-	0.439226	TRUE	10974	7.30139720558882	1503	0	0	8.2	0.181189	Oogenic	31.112
T14B4.19	WBGene00302993	T14B4.19.1	II	-	0.439294	NA	20705	14.0850340136054	1470	30	0.0204081632653061	NA	NA	NA	NA
dpy-2	WBGene00001064	T14B4.6.1	II	+	0.439483	FALSE	7719	5.14943295530354	1499	0	0	0.6	NA	NA	23.228
T14B4.20	WBGene00303080	T14B4.20.1	II	+	0.439606	NA	130	3.33333333333333	39	0	0	NA	NA	NA	NA
T14B4.5	WBGene00020501	T14B4.5.1	II	+	0.439634	FALSE	16346	20.3055900621118	805	49	0.0608695652173913	1.7	1.39452	Gender Neutral	18.556
tsp-10	WBGene00006636	T14B4.4a.1	II	+	0.439767	FALSE	19300	12.1231155778894	1592	0	0	0.1	1.06509	Gender Neutral	15.732
T14B4.8	WBGene00020502	T14B4.8b.1	II	-	0.440126	TRUE	147879	16.6605452906715	8876	405	0.0456286615592609	4.3	0.144867	Oogenic	0.481
T14B4.9	WBGene00020503	T14B4.9.1	II	-	0.440592	FALSE	63947	17.8772714565278	3577	111	0.0310315907184792	0.1	NA	NA	0.267
T14B4.3	WBGene00020500	T14B4.3.1	II	+	0.440819	TRUE	10414	10.1500974658869	1026	0	0	39.2	80.0702	Gender Neutral	167.047
mrps-18.C	WBGene00020499	T14B4.2.1	II	+	0.440885	TRUE	3593	6.93629343629344	518	0	0	66.3	85.2047	Gender Neutral	160.709
T14B4.1	WBGene00020498	T14B4.1.1	II	+	0.441061	TRUE	50618	11.2734966592428	4490	105	0.0233853006681514	9.1	28.9612	Gender Neutral	87.044
exos-8	WBGene00018305	F41G3.14.1	II	+	0.441263	TRUE	9420	9.17234664070107	1027	0	0	64.2	67.5116	Gender Neutral	99.855
F41G3.6	WBGene00018302	F41G3.6.1	II	+	0.441346	TRUE	8657	7.37393526405451	1174	0	0	315.8	43.0951	Oogenic	199.705
ins-15	WBGene00002098	F41G3.17.1	II	-	0.441413	FALSE	3012	7.68367346938776	392	0	0	0	NA	NA	0.274
ins-14	WBGene00002097	F41G3.16.1	II	-	0.441486	FALSE	2623	7.92447129909366	331	0	0	0	NA	NA	1.677
F41G3.5	WBGene00018301	F41G3.5.1	II	+	0.441618	FALSE	19483	10.6580962800875	1828	0	0	0	142.928	Spermatogenic	18.364
F41G3.10	WBGene00018303	F41G3.10.1	II	-	0.441712	FALSE	4172	5.0631067961165	824	0	0	0	3.34389	Gender Neutral	6.543
F41G3.20	WBGene00044315	F41G3.20.1	II	-	0.441799	FALSE	8120	7.07933740191805	1147	0	0	0	NA	NA	0.613
F41G3.19	WBGene00044317	F41G3.19.1	II	-	0.441897	FALSE	2402	5.91625615763547	406	0	0	0	NA	NA	0
F41G3.21	WBGene00044316	F41G3.21.1	II	-	0.441946	FALSE	2335	5.04319654427646	463	0	0	0	NA	NA	6.949
srx-95	WBGene00005986	F41G3.11.1	II	-	0.442029	FALSE	22617	13.7405832320778	1646	0	0	0	NA	NA	0.198
fis-1	WBGene00001424	F41G3.4.1	II	+	0.442133	FALSE	4806	6.82670454545455	704	0	0	0	163.193	Spermatogenic	14.086
F41G3.3	WBGene00018300	F41G3.3b.1	II	+	0.442324	FALSE	44772	12.0257856567284	3723	51	0.0136986301369863	0	NA	NA	0.487
agr-1	WBGene00018304	F41G3.12.1	II	-	0.442942	FALSE	197142	13.960909284045	14121	403	0.0285390553076978	0	NA	NA	1.208
nlp-50	WBGene00018298	F41G3.1.1	II	+	0.44278	FALSE	7167	10.8755690440061	659	0	0	0.1	NA	NA	12.119
F41G3.18	WBGene00044221	F41G3.18.1	II	+	0.442985	FALSE	5812	12.9155555555556	450	0	0	0.1	NA	NA	6.378
ssup-72	WBGene00020480	T13C2.4.1	II	+	0.443567	TRUE	9118	12.0449141347424	757	0	0	63.6	45.4097	Gender Neutral	119.828
T13C2.7	WBGene00020482	T13C2.7.1	II	+	0.443768	FALSE	28884	13.6696639848557	2113	70	0.0331282536677709	1	1.0623	Gender Neutral	2.859
T13C2.6	WBGene00020481	T13C2.6a.1	II	+	0.444099	TRUE	52462	12.4082308420057	4228	125	0.0295648060548723	155.8	36.1979	Oogenic	301.014
T13C2.3	WBGene00020479	T13C2.3b.1	II	+	0.444422	FALSE	25047	10.1858479056527	2459	61	0.024806832045547	0.4	NA	NA	3.858
T13C2.2	WBGene00020478	T13C2.2.1	II	+	0.444765	FALSE	98921	14.1862899756202	6973	133	0.0190735694822888	0.2	NA	NA	1.467
F31E8.4	WBGene00017954	F31E8.4.1	II	-	0.445029	TRUE	4817	6.79407616361072	709	0	0	52.4	1.0382	Oogenic	90.54
tab-1	WBGene00006380	F31E8.3a.1	II	+	0.445322	FALSE	20383	20.3017928286853	1004	121	0.120517928286853	0.1	NA	NA	0.098
F31E8.5	WBGene00017955	F31E8.5.1	II	-	0.445445	FALSE	16595	7.73659673659674	2145	0	0	0	214.665	Spermatogenic	29.814
snt-1	WBGene00004921	F31E8.2a.1	II	+	0.445925	FALSE	76359	15.2352354349561	5012	74	0.0147645650438947	0	NA	NA	1.507
egl-27	WBGene00001194	C04A2.3a.1	II	+	0.447739	TRUE	163160	13.3387835186396	12232	468	0.0382603008502289	44.7	62.4131	Gender Neutral	44.68
tbc-6	WBGene00015410	C04A2.1.1	II	+	0.448304	FALSE	47800	16.2088843675822	2949	229	0.0776534418446931	1.2	4.84054	Gender Neutral	11.154
C04A2.15	WBGene00206529	C04A2.15.1	II	+	0.448504	NA	21394	18.9327433628319	1130	85	0.0752212389380531	NA	NA	NA	0.974
dnj-5	WBGene00001023	C04A2.7a.1	II	-	0.448713	TRUE	46491	10.5926179084074	4389	92	0.0209614946457052	131	105.073	Gender Neutral	237.575
aff-1	WBGene00016625	C44B7.3.1	II	-	0.449118	FALSE	46328	15.6302294197031	2964	151	0.050944669365722	0.2	NA	NA	3.313
clhm-1	WBGene00016626	C44B7.4.1	II	-	0.449622	FALSE	25446	14.573883161512	1746	32	0.0183276059564719	0	NA	NA	3.471
C44B7.5	WBGene00016627	C44B7.5.1	II	-	0.449756	FALSE	8613	7.63563829787234	1128	0	0	0.6	267.067	Gender Neutral	30.436
slc-36.5	WBGene00016628	C44B7.6a.1	II	-	0.44995	FALSE	55493	13.3814805883771	4147	80	0.0192910537738124	0	NA	NA	3.512
C44B7.7	WBGene00016629	C44B7.7.1	II	-	0.450263	TRUE	13914	17.2416356877323	807	51	0.0631970260223048	5.1	3.51936	Gender Neutral	18.587
pmp-1	WBGene00004058	C44B7.8.1	II	-	0.450426	FALSE	44033	14.8609517381033	2963	122	0.0411744853189335	0	1.8246	Gender Neutral	12.867
pmp-2	WBGene00004059	C44B7.9.1	II	-	0.450666	FALSE	60058	16.7292479108635	3590	216	0.0601671309192201	0.1	1.20736	Gender Neutral	10.44
acer-1	WBGene00016630	C44B7.10.1	II	-	0.450904	TRUE	13736	8.08475573866981	1699	0	0	134.6	226	Gender Neutral	313.23
adal-1	WBGene00016632	C44B7.12.1	II	-	0.451123	TRUE	15430	10.369623655914	1488	0	0	60.9	58.948	Oogenic	145.961
C44B7.11	WBGene00016631	C44B7.11.1	II	-	0.451321	FALSE	47530	14.7838258164852	3215	0	0	1.7	1.04912	Oogenic	48.086
hrpl-1	WBGene00016624	C44B7.2a.1	II	+	0.451599	TRUE	37756	13.2756680731364	2844	222	0.0780590717299578	27.7	NA	NA	79.819
psmd-9	WBGene00016623	C44B7.1.1	II	+	0.451749	NA	6451	8.62433155080214	748	0	0	NA	83.733	Gender Neutral	88.49
B0252.3	WBGene00015088	B0252.3b.1	II	-	0.45194	FALSE	82228	17.3330522765599	4744	322	0.0678752107925801	0.6	5.46582	Gender Neutral	4.922
asm-1	WBGene00000211	B0252.2.1	II	+	0.452329	FALSE	36559	14.6646610509426	2493	177	0.0709987966305656	0.1	3.81349	Gender Neutral	5.507
cyn-10	WBGene00000886	B0252.4b.1	II	-	0.45244	TRUE	8602	12.4847605224964	689	0	0	76	143.739	Gender Neutral	147.052
B0252.8	WBGene00044615	B0252.8.1	II	+	0.452671	FALSE	7340	10.2801120448179	714	0	0	0.1	NA	NA	2.972
B0252.11	WBGene00305086	B0252.11.1	II	-	0.452729	NA	13105	17.2434210526316	760	31	0.0407894736842105	NA	NA	NA	NA
B0252.5	WBGene00015089	B0252.5.1	II	-	0.45279	FALSE	6957	8.20400943396226	848	0	0	0	294.8	Spermatogenic	33.492
B0252.1	WBGene00015087	B0252.1.1	II	+	0.453006	FALSE	41867	11.0147329650092	3801	0	0	0	NA	NA	2.425
F22D3.4	WBGene00017700	F22D3.4.1	II	-	0.453231	FALSE	33972	19.9952913478517	1699	184	0.108298999411418	0	24.7903	Spermatogenic	6.098
flcn-1	WBGene00017699	F22D3.2d.1	II	+	0.454083	TRUE	310273	17.595157082908	17634	1100	0.062379494159011	31.4	46.5271	Gender Neutral	24.561
malt-1	WBGene00017702	F22D3.6.1	II	-	0.454836	FALSE	53971	16.2367629362214	3324	53	0.0159446450060168	1.1	0.507677	Oogenic	7.989
ceh-38	WBGene00000459	F22D3.1a.1	II	+	0.455083	TRUE	20462	7.69248120300752	2660	0	0	36.4	19.3727	Oogenic	108.227
tra-2	WBGene00006605	C15F1.3a.1	II	-	0.455557	TRUE	159626	15.8752859273993	10055	636	0.0632521133764296	23.4	5.91694	Oogenic	57.122
eif-2Bgamma	WBGene00004090	C15F1.4.1	II	-	0.455958	TRUE	21279	12.2012614678899	1744	31	0.0177752293577982	23	81.7603	Gender Neutral	77.425
C15F1.5	WBGene00015796	C15F1.5a.1	II	-	0.456122	FALSE	45306	17.3986175115207	2604	184	0.0706605222734255	1.5	NA	NA	112.973
art-1	WBGene00000198	C15F1.6.1	II	-	0.456271	TRUE	15207	11.1898454746137	1359	50	0.0367917586460633	182.9	147.47	Gender Neutral	254.523
sod-1	WBGene00004930	C15F1.7a.1	II	-	0.45639	TRUE	11278	11.2218905472637	1005	0	0	533.5	383.671	Gender Neutral	240.007
C15F1.8	WBGene00015797	C15F1.8.1	II	-	0.456633	FALSE	6495	11.6397849462366	558	0	0	0.6	17.3769	Gender Neutral	83.743
C15F1.2	WBGene00015795	C15F1.2.1	II	+	0.4571	FALSE	161792	19.1673972278166	8441	578	0.0684752991351736	0.1	NA	NA	4.265
C15F1.1	WBGene00015794	C15F1.1a.1	II	+	0.457526	FALSE	23064	13.6473372781065	1690	0	0	0.1	1.69604	Spermatogenic	8.387
unc-104	WBGene00006831	C52E12.2a.1	II	+	0.458334	FALSE	220044	15.4135612216307	14276	640	0.0448304847296161	0.3	0.605781	Gender Neutral	9.92
sqv-7	WBGene00005025	C52E12.3.1	II	-	0.45891	TRUE	22416	13.8884758364312	1614	0	0	111.5	45.3778	Oogenic	149.115
lst-6	WBGene00016889	C52E12.4.1	II	-	0.459301	TRUE	110858	11.9240615252232	9297	278	0.0299021189631064	11.6	9.48541	Oogenic	70.972
lst-5	WBGene00016890	C52E12.6.1	II	+	0.459697	FALSE	24019	12.2922210849539	1954	33	0.0168884339815763	0.1	101.699	Spermatogenic	19.834
znf-598	WBGene00016888	C52E12.1a.1	II	+	0.459955	TRUE	48289	11.8617047408499	4071	83	0.0203881110292311	20.2	44.8253	Gender Neutral	66.763
cin-4	WBGene00022854	ZK1127.7.1	II	+	0.460736	TRUE	16503	6.28207080319756	2627	0	0	7.1	16.7678	Gender Neutral	74.948
tcer-1	WBGene00022855	ZK1127.9a.1	II	-	0.461278	TRUE	64440	15.9861076655917	4031	220	0.0545770280327462	31.3	80.3625	Gender Neutral	131.437
ZK1127.5	WBGene00022852	ZK1127.5.1	II	+	0.461489	TRUE	10607	8.59562398703404	1234	0	0	23.2	68.8541	Gender Neutral	77.135
ZK1127.12	WBGene00022857	ZK1127.12.1	II	+	0.461586	TRUE	8534	10.5749690210657	807	0	0	48.6	NA	NA	62.411
ZK1127.13	WBGene00195239	ZK1127.13.1	II	+	0.461635	NA	1838	4.25462962962963	432	0	0	NA	NA	NA	94.976
ZK1127.4	WBGene00022851	ZK1127.4.1	II	+	0.461701	TRUE	8487	7.39285714285714	1148	0	0	16	88.5019	Gender Neutral	98.324
ZK1127.3	WBGene00022850	ZK1127.3.1	II	+	0.461776	TRUE	7698	10.2367021276596	752	0	0	54.9	80.2513	Gender Neutral	102.42
cth-2	WBGene00022856	ZK1127.10.1	II	-	0.461871	FALSE	13830	8.495085995086	1628	0	0	1.7	358.644	Spermatogenic	134.631
acs-6	WBGene00022849	ZK1127.2.1	II	+	0.4623	FALSE	14783	7.03282588011418	2102	0	0	0.1	159.424	Spermatogenic	26.503
him-14	WBGene00001872	ZK1127.11.1	II	-	0.462553	TRUE	62641	12.9183336770468	4849	223	0.0459888636832337	5.9	33.8895	Gender Neutral	35.096
nos-2	WBGene00003784	ZK1127.1.1	II	+	0.462462	TRUE	8665	8.91460905349794	972	0	0	375.9	11.035	Oogenic	175.884
kars-1	WBGene00002238	T02G5.9a.1	II	-	0.462805	TRUE	9809	4.90695347673837	1999	0	0	258.3	393.021	Gender Neutral	219.959
kat-1	WBGene00002183	T02G5.8.1	II	+	0.463016	TRUE	15481	9.70595611285266	1595	31	0.019435736677116	230	191.049	Gender Neutral	151.045
T02G5.7	WBGene00020166	T02G5.7.1	II	+	0.463129	TRUE	10674	7.42280945757997	1438	0	0	83.1	100.38	Gender Neutral	186.228
T02G5.15	WBGene00206521	T02G5.15.1	II	+	0.46386	NA	2473	8.44027303754266	293	0	0	NA	NA	NA	11.494
T02G5.14	WBGene00020170	T02G5.14.1	II	+	0.464114	FALSE	56806	16.5663458734325	3429	189	0.0551181102362205	0	NA	NA	22.666
T02G5.3	WBGene00020163	T02G5.3.1	II	+	0.464467	FALSE	56047	11.1914936102236	5008	165	0.0329472843450479	1	0.117476	Oogenic	15.316
mct-5	WBGene00020168	T02G5.12.1	II	-	0.464518	TRUE	14412	7.05433186490455	2043	0	0	50.8	81.5669	Gender Neutral	129.261
mmaa-1	WBGene00020169	T02G5.13a.1	II	-	0.464709	TRUE	18248	13.3979441997063	1362	104	0.0763582966226138	29.5	40.9216	Gender Neutral	227.789
farl-11	WBGene00017349	F10E7.8a.1	II	-	0.464891	TRUE	34030	9.8097434419141	3469	31	0.00893629287979245	26.3	60.3675	Gender Neutral	219.59
rpl-33	WBGene00004447	F10E7.7.1	II	+	0.465064	TRUE	4970	7.2133526850508	689	0	0	174.6	5908.88	Gender Neutral	565.54
F10E7.9	WBGene00017350	F10E7.9.1	II	-	0.465217	FALSE	36920	10.4886363636364	3520	41	0.0116477272727273	0.2	NA	NA	2.986
F10E7.5	WBGene00017347	F10E7.5.1	II	+	0.46549	TRUE	7457	8.73185011709602	854	21	0.0245901639344262	123.1	244.448	Gender Neutral	221.959
F10E7.6	WBGene00017348	F10E7.6.1	II	+	0.46555	TRUE	2887	5.67190569744597	509	0	0	53	86.8444	Gender Neutral	127.511
cutl-5	WBGene00017351	F10E7.10.1	II	-	0.465648	FALSE	19253	9.25180201826045	2081	22	0.0105718404613167	0	NA	NA	0.917
spon-1	WBGene00006893	F10E7.4.1	II	+	0.465893	FALSE	35200	9.09560723514212	3870	43	0.0111111111111111	0.1	NA	NA	11.031
F10E7.11	WBGene00017352	F10E7.11.1	II	-	0.466059	NA	5529	6.42906976744186	860	0	0	NA	18.5074	Oogenic	19.818
F10E7.2	WBGene00017344	F10E7.2.1	II	+	0.466203	TRUE	23378	10.8988344988345	2145	54	0.0251748251748252	88.9	111.028	Gender Neutral	60.987
F10E7.1	WBGene00017343	F10E7.1.1	II	+	0.466499	FALSE	24239	11.1700460829493	2170	0	0	0.1	NA	NA	5.115
T07F8.4	WBGene00020320	T07F8.4.1	II	-	0.466729	TRUE	7399	5.60530303030303	1320	0	0	41.6	30.6456	Oogenic	55.982
gld-3	WBGene00001597	T07F8.3a.1	II	+	0.466952	TRUE	40215	9.5160908660672	4226	0	0	124.2	92.7196	Gender Neutral	172.465
npr-31	WBGene00020319	T07F8.2.1	II	+	0.467684	FALSE	45024	17.0869070208729	2635	235	0.0891840607210626	0.4	NA	NA	3.696
T07F8.1	WBGene00020318	T07F8.1.1	II	+	0.467983	FALSE	27144	10.8014325507362	2513	0	0	0	NA	NA	1.158
fust-1	WBGene00016173	C27H5.3a.1	II	+	0.468211	TRUE	15668	6.06346749226006	2584	0	0	242.6	88.3915	Gender Neutral	85.23
C27H5.2	WBGene00016172	C27H5.2a.1	II	+	0.468491	FALSE	87859	17.0104549854792	5165	208	0.04027105517909	0.2	2.35284	Spermatogenic	6.808
C27H5.12	WBGene00271810	C27H5.12.1	II	-	0.468698	NA	2341	12.4521276595745	188	0	0	NA	NA	NA	NA
mfsd-13.2	WBGene00016174	C27H5.4b.1	II	-	0.468878	FALSE	40213	12.1599637133353	3307	0	0	0	NA	NA	5.215
col-36	WBGene00000613	C27H5.5.1	II	-	0.469138	FALSE	1856	1.90946502057613	972	0	0	0	NA	NA	31.993
dyf-13	WBGene00001129	C27H5.7a.1	II	-	0.469262	FALSE	39495	16.1599836333879	2444	165	0.0675122749590835	0	NA	NA	0.129
glc-4	WBGene00001594	C27H5.8.1	II	-	0.469494	FALSE	26367	10.6061946902655	2486	52	0.0209171359613838	0	NA	NA	1.257
pdl-1	WBGene00003966	C27H5.1.1	II	+	0.470207	FALSE	16309	12.2164794007491	1335	11	0.00823970037453184	0.2	NA	NA	1.639
